mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.14130806922912598,0.020976023193588225,0.008774201075236002,0.0007273429496351661,3,50,"{'max_depth': 3, 'n_estimators': 50}",0.8031237587906824,0.8286173300165838,0.8344381313131314,0.8220597400401326,0.013598994358483937,6
0.26914652188618976,0.004799751306119644,0.01645692189534505,0.002935629200440585,3,100,"{'max_depth': 3, 'n_estimators': 100}",0.8011086189575011,0.8246326239174497,0.8414936401047511,0.8224116276599007,0.016561745108290855,5
0.39203667640686035,0.018265000588425364,0.01859561602274577,0.00015111128454903234,3,150,"{'max_depth': 3, 'n_estimators': 150}",0.8020957454265087,0.8265386032798967,0.8498293116348672,0.826154553447091,0.019489038909901696,4
0.16350682576497397,0.012562440131451004,0.009650707244873047,8.164458495052863e-06,5,50,"{'max_depth': 5, 'n_estimators': 50}",0.8060559332725871,0.8279090657822001,0.8456848578376356,0.8265499522974742,0.01620695956770525,2
0.30005232493082684,0.01955983305364304,0.016069332758585613,0.001069884812918081,5,100,"{'max_depth': 5, 'n_estimators': 100}",0.8041868180649985,0.824281370923162,0.8504138608305276,0.8262940166062295,0.018925695543285274,3
0.46983011563618976,0.015396499281443824,0.02085598309834798,0.0006081923627414753,5,150,"{'max_depth': 5, 'n_estimators': 150}",0.8030536669703979,0.830051133222775,0.8538159371492704,0.8289735791141478,0.020737612536499566,1
0.1822834014892578,0.014291396725370685,0.01080934206644694,8.384571254199586e-05,10,50,"{'max_depth': 10, 'n_estimators': 50}",0.7736092614658536,0.8034250046065965,0.828861531986532,0.8019652660196607,0.022580249142103492,9
0.35029133160909015,0.004859187648585162,0.018179655075073242,0.0002603815427655174,10,100,"{'max_depth': 10, 'n_estimators': 100}",0.784339150954417,0.806770545421043,0.822542555181444,0.8045507505189681,0.01567525950213405,8
0.5586836338043213,0.05563283457722854,0.03611906369527181,0.012838424343125036,10,150,"{'max_depth': 10, 'n_estimators': 150}",0.7809280157005677,0.8060392482034275,0.8273241676019454,0.8047638105019802,0.018962608537358164,7
